FECHA,MERVAL,UVA,BADLAR,MPFONDO,MEP
30/12/2025,"3.051.617,00","1.706,43","26,69","22.150,23","1.480,74"
29/12/2025,"3.100.075,00","1.702,36","26,06","22.136,47","1.484,35"
26/12/2025,"3.112.380,00","1.699,65","26,88","22.096,75","1.486,11"
24/12/2025,"3.121.145,00","1.698,30",#N/A,#N/A,"1.481,63"
23/12/2025,"3.114.970,00","1.696,95","28,63","22.060,18","1.479,44"
22/12/2025,"3.136.090,00","1.692,90","26,88","22.048,90","1.493,06"
19/12/2025,"3.139.467,00","1.691,55","27,00","22.015,72","1.494,62"
18/12/2025,"3.163.224,00","1.690,20","26,19","22.004,87","1.498,58"
17/12/2025,"3.035.517,00","1.688,86","25,81","21.993,71","1.514,14"
16/12/2025,"3.034.429,00","1.687,51","25,75","21.982,35","1.504,30"
15/12/2025,"3.012.681,00","1.683,68","25,25","21.971,14","1.492,01"
12/12/2025,"2.979.065,00","1.682,40","24,94","21.937,51","1.478,73"
11/12/2025,"2.980.581,00","1.681,13","25,75","21.926,38","1.476,11"
10/12/2025,"3.013.647,00","1.679,85","25,50","21.914,70","1.471,35"
9/12/2025,"2.987.064,00","1.674,77","25,25","21.902,99","1.468,72"
5/12/2025,"3.046.355,00","1.673,50","25,75","21.856,06","1.474,54"
4/12/2025,"3.096.396,00","1.672,23","26,00","21.844,54","1.470,00"
3/12/2025,"3.129.449,00","1.670,96","26,50","21.832,67","1.470,30"
2/12/2025,"3.042.001,00","1.669,70","28,50","21.820,70","1.477,35"
1/12/2025,"3.060.289,00","1.665,91","29,44","21.808,62","1.475,23"
28/11/2025,"3.026.470,00","1.664,64","29,94","21.771,29","1.476,42"
27/11/2025,"3.020.019,00","1.663,38","30,25","21.758,41","1.481,82"
26/11/2025,"2.985.632,00","1.662,12","29,81","21.744,95","1.487,55"
25/11/2025,"2.865.760,00","1.655,83","30,13","21.731,17","1.480,68"
21/11/2025,"2.761.615,00","1.655,83",#N/A,#N/A,"1.460,35"
20/11/2025,"2.850.533,00","1.654,58","31,00","21.661,13","1.452,76"
19/11/2025,"2.869.724,00","1.653,33","32,19","21.646,71","1.441,13"
18/11/2025,"2.932.664,00","1.652,07","32,44","21.632,37","1.440,51"
17/11/2025,"2.926.871,00","1.648,46","31,13","21.617,86","1.448,93"
14/11/2025,"2.992.809,00","1.647,36","32,06","21.573,60","1.451,17"
13/11/2025,"2.883.333,00","1.646,26","31,56","21.558,76","1.462,04"
12/11/2025,"2.984.608,00","1.645,15","31,31","21.543,43","1.451,89"
11/11/2025,"2.958.511,00","1.644,05","33,38","21.528,14","1.455,43"
10/11/2025,"2.951.889,00","1.640,75","32,50","21.512,52","1.458,18"
7/11/2025,"2.864.647,00","1.638,55","32,94","21.465,88","1.454,69"
6/11/2025,"2.973.544,00","1.638,55",#N/A,#N/A,"1.480,23"
5/11/2025,"3.048.197,00","1.637,45","34,06","21.434,62","1.478,74"
4/11/2025,"3.080.710,00","1.636,35","35,00","21.418,18","1.495,58"
3/11/2025,"3.104.495,00","1.633,07","34,75","21.401,49","1.500,47"
31/10/2025,"3.002.607,00","1.631,97","37,19","21.350,35","1.477,46"
30/10/2025,"2.793.520,00","1.630,88","40,94","21.331,47","1.470,60"
29/10/2025,"2.801.881,00","1.629,78","41,19","21.311,05","1.475,21"
28/10/2025,"2.670.388,00","1.628,69","44,50","21.281,67","1.477,87"
27/10/2025,"2.529.084,00","1.625,42","41,81","21.254,32","1.440,79"
24/10/2025,"2.076.859,00","1.624,33","49,44","21.179,45","1.549,44"
23/10/2025,"2.055.520,00","1.623,24","48,63","21.160,59","1.533,70"
22/10/2025,"2.018.811,00","1.622,15","48,13","21.142,65","1.592,99"
21/10/2025,"2.002.849,00","1.621,07","48,75","21.125,28","1.591,57"
20/10/2025,"1.978.419,00","1.617,81","49,38","21.106,85","1.552,82"
17/10/2025,"1.989.555,00","1.616,73","53,06","21.046,40","1.541,49"
16/10/2025,"1.929.505,00","1.615,64","57,25","21.016,31","1.473,52"
15/10/2025,"1.912.739,00","1.614,63","56,25","20.978,12","1.441,77"
14/10/2025,"1.884.774,00","1.613,62","51,94","20.945,26","1.454,99"
13/10/2025,"1.924.930,00","1.609,57","46,56","20.920,33","1.409,92"
9/10/2025,"1.924.930,00","1.608,56","49,56","20.832,20","1.440,81"
8/10/2025,"1.819.464,00","1.607,55","44,31","20.811,21","1.527,95"
7/10/2025,"1.793.952,00","1.606,54","44,13","20.791,95","1.533,95"
6/10/2025,"1.802.570,00","1.603,52","40,81","20.774,72","1.499,11"
3/10/2025,"1.805.024,00","1.602,52","40,88","20.724,65","1.498,81"
2/10/2025,"1.808.661,00","1.601,51","40,38","20.708,20","1.500,00"
1/10/2025,"1.764.590,00","1.600,51","40,63","20.691,47","1.523,00"
30/9/2025,"1.773.440,00","1.599,50","41,00","20.674,80","1.494,02"
29/9/2025,"1.793.185,00","1.596,50","39,63","20.658,59","1.454,91"
26/9/2025,"1.791.046,00","1.595,50","39,25","20.606,36","1.431,44"
25/9/2025,"1.767.848,42","1.594,50","40,38","20.588,93","1.380,13"
24/9/2025,"1.843.318,56","1.593,49","43,50","20.571,58","1.369,47"
23/9/2025,"1.815.381,74","1.592,50","46,44","20.551,68","1.405,02"
22/9/2025,"1.811.038,73","1.589,50","45,38","20.532,38","1.427,51"
19/9/2025,"1.683.960,00","1.588,50","45,25","20.474,96","1.551,03"
18/9/2025,"1.695.530,00","1.587,51","44,31","20.456,07","1.535,40"
17/9/2025,"1.783.520,00","1.586,51","43,25","20.437,23","1.486,47"
16/9/2025,"1.788.269,00","1.585,52","43,38","20.418,31","1.469,91"
15/9/2025,"1.748.702,00","1.582,63","44,63","20.399,32","1.488,06"
12/9/2025,"1.759.874,00","1.581,67","46,13","20.343,62","1.468,46"
11/9/2025,"1.805.182,00","1.580,71","50,94","20.326,02","1.451,12"
10/9/2025,"1.825.228,00","1.579,75","53,63","20.308,50","1.428,49"
9/9/2025,"1.728.447,00","1.578,79","59,00","20.290,35","1.430,74"
8/9/2025,"1.732.924,00","1.575,92","56,50","20.269,70","1.434,92"
5/9/2025,"1.997.624,00","1.574,96","55,25","20.210,89","1.383,33"
4/9/2025,"1.990.320,00","1.574,01","57,19","20.192,34","1.378,31"
3/9/2025,"1.933.987,00","1.573,05","56,56","20.173,41","1.370,14"
2/9/2025,"1.975.730,00","1.572,10","55,69","20.153,64","1.365,62"
1/9/2025,"1.939.743,00","1.569,24","58,19","20.133,37","1.376,49"
29/8/2025,"1.984.845,00","1.568,28","58,00","20.074,45","1.357,34"
28/8/2025,"1.997.379,00","1.567,33","59,06","20.055,05","1.344,05"
27/8/2025,"1.974.151,00","1.566,38","55,38","20.035,88","1.358,27"
26/8/2025,"2.033.345,00","1.565,43","58,38","20.014,84","1.352,46"
25/8/2025,"2.021.852,00","1.562,58","52,19","19.993,44","1.362,22"
22/8/2025,"2.106.200,00","1.561,63","53,13","19.929,70","1.329,08"
21/8/2025,"2.103.163,00","1.560,68","53,81","19.908,30","1.321,87"
20/8/2025,"2.081.951,00","1.559,74","53,44","19.892,35","1.309,60"
19/8/2025,"2.092.206,00","1.558,79","54,13","19.875,33","1.297,02"
18/8/2025,"2.198.382,00","1.555,16","49,69","19.855,89","1.301,06"
14/8/2025,"2.188.543,00","1.554,36","46,69","19.760,78","1.308,13"
13/8/2025,"2.287.631,00","1.553,57","44,38","19.740,18","1.318,72"
12/8/2025,"2.311.836,00","1.552,77","45,94","19.720,38","1.323,46"
11/8/2025,"2.303.302,00","1.550,39","41,88","19.700,49","1.324,65"
8/8/2025,"2.300.926,00","1.549,59","40,75","19.642,90","1.332,23"
7/8/2025,"2.349.021,00","1.548,80","39,44","19.625,19","1.327,80"
6/8/2025,"2.415.041,00","1.548,01","38,19","19.610,46","1.334,88"
5/8/2025,"2.346.867,00","1.547,21","39,38","19.595,81","1.344,27"
4/8/2025,"2.287.329,00","1.544,84","38,81","19.581,24","1.356,15"
1/8/2025,"2.278.849,00","1.544,05","38,00","19.537,63","1.357,56"
31/7/2025,"2.319.511,00","1.543,26","36,81","19.522,55","1.359,76"
30/7/2025,"2.306.756,00","1.542,47","35,31","19.507,61","1.322,36"
29/7/2025,"2.304.343,00","1.541,68","35,44","19.491,27","1.294,45"
28/7/2025,"2.213.570,00","1.539,31","33,19","19.474,47","1.296,25"
25/7/2025,"2.197.099,00","1.538,52","33,81","19.427,69","1.285,98"
24/7/2025,"2.135.087,00","1.537,74","34,69","19.411,37","1.272,91"
23/7/2025,"2.083.677,00","1.536,95","34,63","19.392,98","1.264,65"
22/7/2025,"2.010.482,00","1.536,16","34,44","19.371,65","1.260,71"
21/7/2025,"2.042.466,00","1.533,81","32,19","19.352,44","1.281,33"
18/7/2025,"2.075.286,00","1.533,02","31,44","19.312,91","1.292,87"
17/7/2025,"2.066.134,00","1.532,24","30,19","19.300,47","1.280,96"
16/7/2025,"2.027.274,00","1.531,45","30,00","19.288,54","1.269,99"
15/7/2025,"2.075.072,00","1.530,69","28,75","19.277,51","1.276,07"
14/7/2025,"2.064.025,00","1.528,41","28,88","19.267,38","1.295,84"
11/7/2025,"2.007.433,00","1.527,66","30,44","19.235,76","1.269,10"
10/7/2025,"2.068.736,00","1.526,14","31,31","19.223,55","1.267,87"
8/7/2025,"2.129.786,00","1.525,38","32,44","19.198,41","1.259,09"
7/7/2025,"2.049.934,00","1.523,11","31,75","19.185,89","1.276,44"
4/7/2025,"2.078.697,00","1.522,36","31,69","19.148,60","1.246,92"
3/7/2025,"2.078.161,00","1.521,60","32,44","19.135,81","1.238,37"
2/7/2025,"2.063.027,00","1.520,85","32,44","19.122,71","1.238,60"
1/7/2025,"2.031.093,00","1.520,09","32,69","19.109,29","1.232,83"
30/6/2025,"1.994.825,00","1.517,83","32,00","19.095,46","1.211,10"
27/6/2025,"2.041.078,00","1.517,08","32,50","19.053,28","1.197,54"
26/6/2025,"2.038.949,00","1.516,33","32,31","19.039,19","1.199,28"
25/6/2025,"2.024.393,00","1.515,57","32,38","19.025,15","1.196,43"
24/6/2025,"2.064.590,00","1.514,82","32,94","19.011,24","1.184,49"
23/6/2025,"1.977.116,00","1.511,82","32,00","18.997,28","1.185,15"
19/6/2025,"2.064.099,00","1.511,07","33,06","18.941,83","1.174,03"
18/6/2025,"2.050.983,00","1.510,32","31,94","18.927,29","1.167,07"
17/6/2025,"2.072.440,00","1.506,13","32,25","18.912,99","1.190,37"
13/6/2025,"2.127.156,00","1.504,79","31,88","18.857,63","1.191,06"
12/6/2025,"2.187.671,01","1.503,45","32,19","18.843,48","1.186,51"
11/6/2025,"2.171.273,00","1.502,11","31,94","18.829,44","1.186,93"
10/6/2025,"2.202.667,00","1.500,78","32,13","18.815,85","1.189,44"
9/6/2025,"2.111.197,00","1.496,77","31,31","18.802,43","1.192,16"
6/6/2025,"2.156.779,00","1.495,44","31,94","18.762,44","1.192,40"
5/6/2025,"2.124.156,00","1.494,11","31,69","18.749,34","1.192,38"
4/6/2025,"2.126.915,00","1.492,78","31,44","18.736,30","1.193,22"
3/6/2025,"2.224.638,00","1.491,45","32,50","18.723,21","1.189,67"
2/6/2025,"2.206.291,00","1.487,47","32,69","18.710,16","1.183,78"
30/5/2025,"2.278.992,00","1.486,14","31,81","18.671,03","1.191,72"
29/5/2025,"2.308.056,00","1.484,82","32,31","18.658,00","1.181,90"
28/5/2025,"2.344.329,52","1.483,50","31,94","18.644,94","1.164,80"
27/5/2025,"2.355.098,00","1.482,18","33,00","18.631,90","1.161,30"
26/5/2025,"2.370.800,00","1.478,22","31,88","18.618,87","1.145,42"
23/5/2025,"2.345.902,00","1.476,90","33,50","18.579,53","1.143,32"
22/5/2025,"2.314.897,00","1.475,59","32,56","18.566,43","1.143,49"
21/5/2025,"2.319.549,00","1.474,27","32,25","18.553,34","1.148,80"
20/5/2025,"2.378.464,00","1.472,96","33,75","18.540,25","1.153,33"
19/5/2025,"2.369.505,00","1.469,03","33,56","18.527,10","1.148,77"
16/5/2025,"2.318.360,00","1.467,72","31,81","18.486,65","1.155,12"
15/5/2025,"2.298.473,00","1.465,95","33,38","18.473,04",#N/A
14/5/2025,"2.301.643,00","1.464,17","32,81","18.459,50",#N/A
13/5/2025,"2.285.483,00","1.462,40","33,56","18.445,93","1.140,92"
12/5/2025,"2.230.395,00","1.457,10","32,25","18.432,44","1.141,20"
9/5/2025,"2.114.386,00","1.455,33","32,44","18.392,23","1.144,11"
8/5/2025,"2.061.722,00","1.453,57","33,31","18.378,89","1.143,32"
7/5/2025,"2.059.915,00","1.451,81","33,13","18.365,63","1.156,07"
6/5/2025,"2.129.995,00","1.450,05","33,63","18.352,39","1.199,61"
5/5/2025,"2.059.932,00","1.441,30","32,19","18.339,12","1.202,92"
30/4/2025,"2.100.844,00","1.439,56","33,00","18.271,40","1.183,37"
29/4/2025,"2.158.848,00","1.437,81","33,25","18.257,67","1.173,15"
28/4/2025,"2.179.249,00","1.432,60","33,06","18.243,95","1.176,55"
25/4/2025,"2.225.243,00","1.430,87","33,63","18.202,00","1.184,24"
24/4/2025,"2.232.745,00","1.429,13","33,56","18.188,13","1.186,53"
23/4/2025,"2.239.402,00","1.427,40","34,63","18.174,39","1.168,00"
22/4/2025,"2.163.891,00","1.425,68","34,50","18.160,63","1.140,38"
21/4/2025,"2.045.707,00","1.417,07","35,00","18.146,46","1.122,08"
16/4/2025,"2.177.975,00","1.415,35","37,25","18.072,65","1.165,93"
15/4/2025,"2.284.280,00","1.414,27","35,63","18.057,27","1.237,90"
14/4/2025,"2.364.950,00","1.411,03","36,25","18.041,58","1.253,40"
11/4/2025,"2.248.803,00","1.409,95","32,13","17.996,63","1.333,33"
10/4/2025,"2.111.490,00","1.408,87","32,06","17.983,08","1.364,01"
9/4/2025,"2.183.577,00","1.407,79","30,63","17.969,86","1.341,72"
8/4/2025,"1.990.621,00","1.406,72","31,81","17.956,73","1.376,58"
7/4/2025,"2.025.967,00","1.403,49","31,38","17.943,63","1.370,35"
4/4/2025,"2.107.816,00","1.402,42","30,06","17.904,12","1.340,44"
3/4/2025,"2.275.659,00","1.400,28","31,06","17.891,16","1.319,42"
1/4/2025,"2.356.531,00","1.399,20","31,06","17.865,17","1.314,47"
31/3/2025,"2.338.761,00","1.396,00","30,19","17.852,21","1.313,97"
28/3/2025,"2.378.563,00","1.394,93","29,88","17.813,38","1.302,44"
27/3/2025,"2.412.082,00","1.393,86","30,50","17.800,48","1.292,29"
26/3/2025,"2.439.966,00","1.392,80","30,44","17.787,57","1.295,63"
25/3/2025,"2.487.680,00","1.388,54","29,63","17.774,68","1.294,30"
21/3/2025,"2.433.538,00","1.387,48","30,19","17.723,26","1.287,22"
20/3/2025,"2.361.583,00","1.386,42","30,56","17.710,47","1.287,59"
19/3/2025,"2.392.030,00","1.385,36","30,31","17.697,74","1.286,38"
18/3/2025,"2.288.538,00","1.384,30","30,25","17.685,03","1.299,32"
17/3/2025,"2.346.306,00","1.381,11","29,25","17.672,37","1.250,59"
14/3/2025,"2.335.575,00","1.380,03","29,25","17.634,03","1.237,78"
13/3/2025,"2.232.180,00","1.378,96","28,88","17.621,42","1.233,55"
12/3/2025,"2.272.937,00","1.377,89","28,94","17.608,91","1.229,34"
11/3/2025,"2.159.500,00","1.376,82","29,00","17.596,38","1.230,38"
10/3/2025,"2.138.846,00","1.373,61","28,44","17.583,82","1.228,92"
7/3/2025,"2.262.289,00","1.372,55","28,81","17.545,62","1.221,93"
6/3/2025,"2.270.181,00","1.371,48","28,88","17.532,92","1.237,86"
5/3/2025,"2.290.050,00","1.366,16","27,75","17.520,28","1.235,31"
28/2/2025,"2.205.801,00","1.365,10","28,19","17.455,94","1.228,48"
27/2/2025,"2.193.657,00","1.364,04","28,00","17.443,11","1.215,29"
26/2/2025,"2.275.037,00","1.362,98","27,56","17.430,29","1.211,56"
25/2/2025,"2.282.899,00","1.361,92","28,56","17.417,45","1.211,96"
24/2/2025,"2.348.399,00","1.358,75","27,94","17.404,62","1.207,48"
21/2/2025,"2.364.530,00","1.357,69","28,13","17.366,16","1.205,88"
20/2/2025,"2.410.221,00","1.356,64","27,50","17.353,23","1.206,06"
19/2/2025,"2.401.580,00","1.355,59","27,88","17.340,23","1.201,86"
18/2/2025,"2.391.725,00","1.354,53","28,00","17.327,29","1.203,16"
17/2/2025,"2.254.189,00","1.351,27","28,44","17.314,17","1.210,09"
14/2/2025,"2.387.386,00","1.350,11","29,06","17.274,85","1.183,88"
13/2/2025,"2.353.744,00","1.348,95","28,13","17.261,56","1.187,89"
12/2/2025,"2.285.847,00","1.347,79","28,63","17.248,22","1.186,35"
11/2/2025,"2.273.568,00","1.346,63","29,19","17.234,97","1.180,85"
10/2/2025,"2.391.368,00","1.343,16","28,50","17.221,89","1.184,07"
7/2/2025,"2.416.382,00","1.342,01","28,75","17.182,96","1.194,47"
6/2/2025,"2.503.484,00","1.340,86","29,44","17.169,98","1.189,03"
5/2/2025,"2.477.714,00","1.339,70","29,69","17.156,99","1.191,94"
4/2/2025,"2.523.647,00","1.338,55","29,50","17.144,08","1.188,00"
3/2/2025,"2.484.136,00","1.335,11","28,50","17.130,95","1.178,82"
31/1/2025,"2.564.659,00","1.333,96","29,31","17.090,29","1.164,79"
30/1/2025,"2.599.329,00","1.332,81","31,44","17.076,46","1.164,89"
29/1/2025,"2.545.356,00","1.331,67","31,56","17.062,59","1.163,36"
28/1/2025,"2.435.629,00","1.330,52","32,25","17.048,66","1.161,38"
27/1/2025,"2.439.099,00","1.327,10","30,44","17.034,74","1.162,22"
24/1/2025,"2.566.082,00","1.325,96","32,63","16.992,68","1.155,75"
23/1/2025,"2.625.050,00","1.324,82","31,31","16.978,81","1.167,35"
22/1/2025,"2.680.946,00","1.323,68","31,31","16.965,00","1.172,67"
21/1/2025,"2.619.719,00","1.322,54","31,63","16.951,27","1.167,61"
20/1/2025,"2.536.838,00","1.319,14","30,88","16.937,58","1.165,90"
17/1/2025,"2.510.886,00","1.318,01","31,25","16.896,36","1.165,84"
16/1/2025,"2.629.377,00","1.316,87","30,69","16.882,74","1.166,03"
15/1/2025,"2.704.474,00","1.315,87","31,69","16.869,22","1.164,05"
14/1/2025,"2.733.273,00","1.314,86","32,63","16.855,49","1.162,93"
13/1/2025,"2.655.179,00","1.311,85","31,63","16.841,58","1.163,21"
10/1/2025,"2.805.140,00","1.310,84","31,19","16.801,35","1.164,01"
9/1/2025,"2.829.731,00","1.309,84","31,31","16.788,06","1.164,19"
8/1/2025,"2.782.477,00","1.308,84","31,00","16.774,79","1.164,72"
7/1/2025,"2.822.175,00","1.307,84","32,38","16.761,50","1.164,37"
6/1/2025,"2.801.221,00","1.304,84","32,75","16.748,20","1.165,09"
3/1/2025,"2.728.911,00",#N/A,"32,06","16.707,51","1.165,88"
2/1/2025,"2.695.647,00","1.301,85","31,63","16.693,83","1.162,12"
30/12/2024,"2.533.635,00","1.297,87","31,94","16.652,21","1.170,41"
27/12/2024,"2.577.546,00","1.296,88","32,88","16.611,16","1.170,56"
26/12/2024,"2.597.389,00","1.294,89","31,94","16.597,85","1.170,89"
24/12/2024,"2.551.021,00","1.293,90",#N/A,#N/A,"1.160,97"
23/12/2024,"2.501.153,00","1.290,94","32,00","16.558,37","1.162,30"
20/12/2024,"2.467.562,00","1.289,95","32,88","16.518,47","1.142,20"
19/12/2024,"2.419.894,00","1.288,96","31,69","16.505,25","1.131,19"
18/12/2024,"2.521.017,00","1.287,98","32,38","16.491,69","1.131,22"
17/12/2024,"2.592.201,00","1.286,99","32,50","16.478,08","1.145,26"
16/12/2024,"2.543.202,00","1.283,73","31,94","16.464,46","1.100,27"
13/12/2024,"2.370.662,00","1.282,59","32,06","16.422,95","1.073,08"
12/12/2024,"2.304.090,00","1.281,45","32,06","16.409,00","1.058,21"
11/12/2024,"2.291.149,00","1.280,31","31,31","16.395,10","1.057,72"
10/12/2024,"2.201.246,00","1.279,17","32,69","16.381,23","1.060,52"
9/12/2024,"2.228.859,00","1.275,77","31,88","16.367,41","1.049,31"
6/12/2024,"2.202.444,00","1.274,64","32,56","16.325,32","1.049,33"
5/12/2024,"2.211.583,00","1.273,51","35,38","16.310,77","1.062,16"
4/12/2024,"2.216.278,00","1.272,38","34,69","16.296,15","1.076,34"
3/12/2024,"2.303.990,00","1.271,25","36,94","16.281,45","1.075,65"
2/12/2024,"2.299.129,00","1.267,86","34,94","16.266,81","1.068,89"
29/11/2024,"2.258.295,00","1.266,74","36,50","16.222,42","1.075,76"
28/11/2024,"2.230.803,00","1.265,61","37,00","16.207,62","1.075,15"
27/11/2024,"2.205.245,00","1.264,49","36,38","16.192,89","1.074,61"
26/11/2024,"2.252.266,00","1.263,37","37,31","16.178,12","1.076,12"
25/11/2024,"2.218.551,00","1.260,01","35,50","16.163,39","1.077,58"
22/11/2024,"2.211.988,00","1.258,89","35,81","16.119,18","1.080,40"
21/11/2024,"2.140.096,00","1.257,77","36,88","16.104,40","1.078,95"
20/11/2024,"2.145.972,00","1.256,66","36,19","16.089,68","1.074,86"
19/11/2024,"2.124.413,00","1.252,20","34,69","16.074,98","1.075,12"
15/11/2024,"2.066.915,00","1.250,81","35,81","16.014,48","1.096,02"
14/11/2024,"2.087.647,00","1.249,42","35,69","15.999,56","1.105,75"
13/11/2024,"2.042.551,00","1.248,04","36,13","15.984,70","1.121,11"
12/11/2024,"2.012.041,00","1.246,65","36,38","15.969,88","1.124,40"
11/11/2024,"1.987.846,00","1.242,51","35,50","15.955,09","1.131,23"
8/11/2024,"1.964.487,00","1.241,13","36,00","15.910,76","1.130,20"
7/11/2024,"2.015.558,00","1.238,38","35,00","15.896,08","1.135,99"
6/11/2024,"1.976.613,00","1.238,38",#N/A,#N/A,"1.145,69"
5/11/2024,"1.931.281,00","1.237,01","36,31","15.866,57","1.153,50"
4/11/2024,"1.919.066,00","1.232,90","36,69","15.851,75","1.151,54"
1/11/2024,"1.879.879,00","1.231,53","37,50","15.807,27","1.146,17"
31/10/2024,"1.848.744,00","1.230,16","40,56","15.791,30","1.131,46"
30/10/2024,"1.837.535,00","1.228,80","41,44","15.775,30","1.138,32"
29/10/2024,"1.845.639,00","1.227,43","42,50","15.759,28","1.138,18"
28/10/2024,"1.851.914,00","1.223,36","40,31","15.743,27","1.134,18"
25/10/2024,"1.872.785,00","1.222,00","41,06","15.695,32","1.141,81"
24/10/2024,"1.849.995,00","1.220,64","42,38","15.679,34","1.160,00"
23/10/2024,"1.774.319,00","1.219,29","40,88","15.663,35","1.161,99"
22/10/2024,"1.807.539,00","1.217,94","42,31","15.647,38","1.161,97"
21/10/2024,"1.820.705,00","1.213,89","41,31","15.631,43","1.167,91"
18/10/2024,"1.823.330,00","1.212,54","40,25","15.583,64","1.160,00"
17/10/2024,"1.801.604,00","1.211,20","40,63",#N/A,"1.160,00"
16/10/2024,"1.776.061,00","1.209,85","40,44","15.551,32","1.159,89"
15/10/2024,"1.816.251,00","1.208,20","39,38",#N/A,"1.139,91"
14/10/2024,"1.804.415,00","1.201,59","39,69","15.519,28","1.143,88"
10/10/2024,"1.782.989,00","1.199,94","39,63","15.457,36","1.134,84"
9/10/2024,"1.771.933,00","1.198,30","38,56","15.441,67","1.147,40"
8/10/2024,"1.731.370,00","1.196,65","38,50","15.426,17","1.169,54"
7/10/2024,"1.714.594,00","1.191,74","39,06","15.410,69","1.184,07"
4/10/2024,"1.756.515,00","1.190,11","39,81","15.364,29","1.187,52"
3/10/2024,"1.754.992,00","1.188,48","40,44","15.348,77","1.191,74"
2/10/2024,"1.715.159,00","1.186,85","40,06","15.333,24","1.207,51"
1/10/2024,"1.728.761,00","1.185,22","42,00","15.317,73","1.220,07"
30/9/2024,"1.697.401,00","1.180,35","39,75","15.302,20","1.215,03"
27/9/2024,"1.727.777,00","1.178,74","40,94","15.255,68","1.207,75"
26/9/2024,"1.715.671,00","1.177,12","40,63","15.240,16","1.210,95"
25/9/2024,"1.744.131,00","1.175,51","39,63","15.224,66","1.209,79"
24/9/2024,"1.774.668,00","1.173,90","42,00","15.209,15","1.202,13"
23/9/2024,"1.790.228,00","1.169,08","40,06","15.193,70","1.204,57"
20/9/2024,"1.822.928,00","1.167,48","41,69","15.147,30","1.200,10"
19/9/2024,"1.847.053,00","1.165,88","40,13","15.131,82","1.197,74"
18/9/2024,"1.815.099,00","1.164,28","39,44","15.116,35","1.206,72"
17/9/2024,"1.813.298,00","1.162,68","39,25","15.100,94","1.214,04"
16/9/2024,"1.812.872,00","1.158,15","39,13","15.085,38","1.217,53"
13/9/2024,"1.817.734,00","1.156,69","38,63","15.039,04","1.226,53"
12/9/2024,"1.790.058,00","1.155,23","39,25","15.023,82","1.239,48"
11/9/2024,"1.764.129,00","1.153,77","39,31","15.008,67","1.230,16"
10/9/2024,"1.715.185,00","1.152,31","38,63","14.993,59","1.230,44"
9/9/2024,"1.738.556,00","1.147,94","37,88","14.978,54","1.226,42"
6/9/2024,"1.721.668,00","1.146,49","38,00","14.933,42","1.243,87"
5/9/2024,"1.765.465,00","1.145,04","38,13","14.918,43","1.258,82"
4/9/2024,"1.796.920,00","1.143,59","37,75","14.903,45","1.279,84"
3/9/2024,"1.735.253,00","1.142,15","39,44","14.888,35","1.294,46"
2/9/2024,"1.754.833,00","1.137,82","37,38","14.872,51","1.285,01"
30/8/2024,"1.717.565,00","1.136,38","40,13","14.827,08","1.279,96"
29/8/2024,"1.660.144,00","1.134,95","39,44","14.811,96","1.271,33"
28/8/2024,"1.617.544,00","1.133,51","38,81","14.796,97","1.282,19"
27/8/2024,"1.616.134,00","1.132,08","41,19","14.781,99","1.286,19"
26/8/2024,"1.593.003,00","1.127,79","38,38","14.767,07","1.288,25"
23/8/2024,"1.606.967,00","1.126,36","39,13","14.721,99","1.282,70"
22/8/2024,"1.577.420,00","1.124,94","41,25","14.707,07","1.283,23"
21/8/2024,"1.621.076,00","1.123,52","39,25","14.692,17","1.291,75"
20/8/2024,"1.659.275,00","1.122,10","40,75","14.677,28","1.287,82"
